competency,question,answer1,answer2,answer3,answer4
Innovation,Analyzes records and reports to obtain insight into potential issues and trends.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Innovation,Anticipates business cycles and trends and makes adjustments in a timely manner.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Innovation,Ensures that the department's goals are strategically aligned with the company's goals.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Innovation,Understands the Company's strengths and weaknesses and uses this information to create optimal solutions to problems.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Innovation,Creates a mission statement describing the purpose for the organization.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Innovation,Demonstrates consistency between words and actions,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Innovation,"Provides staff with the necessary resources, authority, and support to effectively implement and achieve the organization's vision.",Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Innovation,Guides employees to prioritize crucial components of the vision.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Innovation,Creates a crystal-clear vision for where the department needs to be in the next 12 months.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Innovation,Inspires individuals to achieve success by clearly communicating the organization's vision and motivating them to align their personal goals with this vision.,Does Not Exhibit this Competency,Seldom Exhibits this Competency,Sometimes Exhibits this Competency,Usually Exhibits this Competency
Unknown,You create new programs and systems.,,,,
Unknown,You challenge current procedures to develop other alternatives.,,,,
Unknown,I encourage innovation from all levels of employees.,,,,
Unknown,You promote innovation as an opportunity to gain competitive advantages in the marketplace.,,,,
Unknown,You offer solutions to problems when talking with clients.,,,,
Unknown,You work to create innovative ideas from the collaboration with others.,,,,
Unknown,I engage in consensus-building activities.,,,,
Unknown,I give consideration to the innovative ideas presented by others.,,,,
Unknown,You encourage working together to achieve shared goals.,,,,
Unknown,You have the confidence and trust of other partners.,,,,
Unknown,You act as an effective team player,,,,
Unknown,I am committed to the successful completion of team goals.,,,,
Unknown,I help the team bounce back from obstacles to progress.,,,,
Unknown,I help the team to bounce back from obstacles.,,,,
Unknown,I listen to other team members without interrupting them.,,,,
Unknown,You are open to change and adjusts plans when needed.,,,,
Unknown,You are able to adjust to changing environments.,,,,
Unknown,You are able to work effectively with new people and new teams.,,,,
Unknown,You are flexible and open minded in dealing with others.,,,,
Unknown,You are able to adjust plans to meet new situations.,,,,
Unknown,I evaluate assumptions before taking actions.,,,,
Unknown,You are willing to seek out and consider alternative viewpoints.,,,,
Unknown,I am open to investigating novel approaches and methods.,,,,
Unknown,You analyze data to meet the needs of your clients.,,,,
Unknown,I prioritize precision in the data collection process.,,,,
Unknown,"You create a sense of urgency among the store team members to complete activities, which drive sales.",,,,
Unknown,You are able to focus on a task even when working alone.,,,,
Unknown,You encourage commitment in others to obtain results.,,,,
Unknown,You coordinate all department activities into a cohesive team effort.,,,,
Unknown,You are willing to do whatever it takes-not afraid to have to put in extra effort.,,,,
Unknown,You convey a sense of urgency about addressing problems and opportunities,,,,
Unknown,You display high energy and enthusiasm on consistent basis.,,,,
Unknown,You motivate others to achieve or exceed goals,,,,
Unknown,You seek and utilize opportunities for continuous learning and self-development.,,,,
Unknown,You coach others to foster an environment which can adapt quickly and willingly to rapid change.,,,,
Unknown,You ensure that all supervisors are aware of regulatory and compliance measures.,,,,
Unknown,You are not afraid to question a potential safety issue observed in the workplace.,,,,
Unknown,You identify predictable hazards in the workplace.,,,,
Unknown,You are committed to safety in the workplace.,,,,
Unknown,You develop safety guidelines for the department.,,,,
Unknown,Encourages a search for radical innovation opportunities to obtain major breakthroughs.,,,,
Unknown,Helps focus the department on innovation.,,,,
Unknown,Focuses the team on important innovations.,,,,
Unknown,Facilitates ongoing technical training and development to enable employees to contribute to innovative solutions.,,,,
Unknown,Solves problems with insight and understanding.,,,,
Unknown,Helps to identify and create value from innovation.,,,,
Unknown,Takes the initiative in solving difficult client issues.,,,,
Unknown,Is pro-active in dealing with clients and addressing their needs.,,,,
Unknown,Prioritizes the needs and preferences of the client.,,,,
Unknown,Creates new and innovative products for clients.,,,,
Unknown,Creates innovative solutions to meet client needs.,,,,
Unknown,Provides training to others on how to improve client service.,,,,
Unknown,Seeks opportunities for professional development.,,,,
Unknown,Allows employees to fully participate in employee training and professional development.,,,,
Unknown,Encourages employees to take courses relevant to their job.,,,,
Unknown,Keep themselves up-to-date of technical/professional issues,,,,
Unknown,Seeks opportunities for continuous learning.,,,,
Unknown,Contributing fully to the extent of their skills,,,,
Unknown,Takes immediate action on poor performance,,,,
Unknown,Works to identify root causes of performance problems,,,,
Unknown,Adapts coaching and mentoring approach to meet the style or needs of individuals,,,,
Unknown,"Monitors and assesses the performance levels of individuals and team, measuring them against targets",,,,
Unknown,Gives others development opportunities through project assignments and increased job responsibilities,,,,
Unknown,Provides ongoing feedback to co-workers on their development progress,,,,
Unknown,Calculates return on investment (ROI) for various business projects.,,,,
Unknown,Gathers essential customer data to align our products with their expectations.,,,,
Unknown,Responds quickly to customer business inquiries.,,,,
Unknown,Creates strategic plans that conform with regulations and industry guidelines.,,,,
Unknown,Anticipates marketplace opportunities and supports speed to market.,,,,
Unknown,"Conducts thorough market research to understand industry trends, customer needs, and competitive landscapes.",,,,
Unknown,Accepts setbacks and challenges in foreign markets as improvement opportunities,,,,
Unknown,Understands and appreciates the perspectives offered by others with different cultural backgrounds.,,,,
Unknown,Demonstrates a curiosity about diverse individuals and cultures.,,,,
Unknown,Has positive interactions with individuals from different cultures and backgrounds.,,,,
Unknown,Volunteers for experiences and assignments abroad.,,,,
Unknown,Facilitates open communication with individuals from other countries.,,,,
Unknown,Assigns responsibilities to individuals for creating innovative ideas/products.,,,,
Unknown,Modifies innovative initiatives to capitalize on strengths and mitigate potential risks.,,,,
Unknown,Ensures the workforce maintains cutting-edge technical competencies to support continuous innovation and growth.,,,,
Unknown,Develops innovative products or services.,,,,
Unknown,Develops several approaches or solutions to a problem.,,,,
Unknown,Does not become distracted by non-issues or interruptions.,,,,
Unknown,Works toward achievement of goals even when confronted with obstacles.,,,,
Unknown,Overcomes obstacles to continue working toward goals.,,,,
Unknown,Achieves high levels of performance.,,,,
Unknown,"Demonstrates the personal confidence to ""stay the course,"" even when faced with difficulty",,,,
Unknown,"Effectively delivers presentations to teams, large groups, and diverse audiences",,,,
Unknown,"Clarifies problems logically, simplifying complex matters into digestible parts.",,,,
Unknown,Shares important information with others.,,,,
Unknown,Articulates ideas and emotions clearly to others.,,,,
Unknown,"Has the confidence to communicate effectively to all levels (from CEO down) of the organization, external customers, suppliers, as well as the senior counsel of other companies.",,,,
Unknown,Accepts personal responsibility for their actions.,,,,
Unknown,Maintains honesty and transparency in all communications.,,,,
Unknown,Consistently follows through on commitments and promises.,,,,
Unknown,Holds employees accountable through regular performance reviews.,,,,
Unknown,Takes responsibility for seeing the project through to completion.,,,,
Unknown,Does what was promised.,,,,
Unknown,Accepts responsibility for mistakes.,,,,
Unknown,"Establishes relationships of trust, honesty, fairness, and integrity.",,,,
Unknown,Follows tasks to completion.,,,,
Unknown,Maintains strong relationships with others.,,,,
Unknown,Takes responsibility for things that go wrong,,,,
Unknown,Sets an example for others to follow,,,,
Unknown,Is ready to offer help,,,,
Unknown,Makes you feel enthusiastic about your work,,,,
Unknown,Delegate tasks effectively,,,,
Unknown,Acts as a resource without removing individual responsibility.,,,,
Unknown,Is a person you can trust.,,,,
Unknown,...takes personal responsibility for results.,,,,
Unknown,Sets high personal standards of performance.,,,,
Unknown,Holds herself / himself accountable to goals / objectives,,,,
Unknown,Reinforces and rewards employees for accomplishing necessary goals.,,,,
Unknown,"Says ""thank you"" to show appreciation for work of others.",,,,
Unknown,Readily shares credit and gives others opportunity for visibility.,,,,
Unknown,Recognizes team members who offer a significant contribution to a project.,,,,
Unknown,Makes people around them feel appreciated and valued.,,,,
Unknown,Exhibits determination and passion in completion of goals.,,,,
Unknown,Able to adapt the department to changing business demands and climate.,,,,
Unknown,Takes the initiative to complete tasks.,,,,
Unknown,Maintains a high level of energy to respond to demands of the job.,,,,
Unknown,Finds unique ways to go around barriers to success.,,,,
Unknown,Adept at navigating within the culture of the department.,,,,
Unknown,Able to use corporate politics to advance department objectives.,,,,
Unknown,Effective in communicating with others within the organization.,,,,
Unknown,Understands the current organizational culture.,,,,
Unknown,Understands departmental policies and procedures.,,,,
Unknown,You search for opportunities and innovative ways to improve the organization.,,,,
Unknown,I adequately fund innovation efforts to ensure their success.,,,,
Unknown,You pursue innovative approaches to the current policies and procedures.,,,,
Unknown,I analyze the competitive environment to determine where innovation would have the greatest impact.,,,,
Unknown,You encourage a search for radical innovation opportunities to obtain major breakthroughs.,,,,
Unknown,You are clear about goals that need to be achieved.,,,,
Unknown,You make sure employees understand why they were given certain assignments.,,,,
Unknown,You communicate ideas and facts clearly and effectively in writing.,,,,
Unknown,You check details thoroughly.,,,,
Unknown,You clarify problems and their causes to help employees correct them.,,,,
Unknown,You develop solutions to challenging problems.,,,,
Unknown,You create a lot of new ideas.,,,,
Unknown,You inspire creativity in your team.,,,,
Unknown,"You conceive, implement and evaluate ideas.",,,,
Unknown,You are creative and inspirational.,,,,
Unknown,You are contributing fully to the extent of your skills,,,,
Unknown,You demonstrate enthusiasm and a willingness to learn new skills and knowledge,,,,
Unknown,You seek opportunities for professional development.,,,,
Unknown,You seek opportunities for continuous learning.,,,,
Unknown,You encourage employees to take courses relevant to their job.,,,,
Unknown,You give responsibility for making important decisions to employees.,,,,
Unknown,I allow employees to take on more responsibilities.,,,,
Unknown,I recognize the importance of a healthy work/life balance.,,,,
Unknown,"I encourage independent, original thinking and creative problem-solving.",,,,
Unknown,I encourage employees to take the initiative when responding to an issue.,,,,
Unknown,You build working relationships with others across cultures.,,,,
Unknown,You respect individual differences.,,,,
Unknown,You work well with others from different cultural backgrounds.,,,,
Unknown,You attend training seminars and conferences to increase skills in working with others globally.,,,,
Unknown,You can effectively deliver presentations to international clients.,,,,
Unknown,Offers solutions to problems when talking with clients.,,,,
Unknown,Facilitates acceptance of new ideas.,,,,
Unknown,Facilitates ongoing technical training and development to enable employees to contribute to innovative solutions.,,,,
Unknown,Offers continuous learning opportunities to enhance technical skills and innovative thinking.,,,,
Unknown,Establishes and monitors key performance indicators (KPIs) for innovation.,,,,
Unknown,Makes sure that team members have a clear idea of our group's goals.,,,,
Unknown,Makes sure that I have a clear idea of our group's goals.,,,,
Unknown,Goal Setting,,,,
Unknown,Sets high expectations and goals; encourages others to support the organization.,,,,
Unknown,Achieves established goals.,,,,
Unknown,Motivated by a strong desire to exceed performance standards.,,,,
Unknown,Holds others accountable for producing high quality work.,,,,
Unknown,Removes bureaucratic barriers to streamline processes.,,,,
Unknown,Helps others when free-time is available.,,,,
Unknown,Inspires and motivates co-workers to be productive and energetic at work,,,,
Unknown,Can be counted on to add value wherever they are involved.,,,,
Unknown,Produces high quality work.,,,,
Unknown,Is planful and organized.,,,,
Unknown,Demonstrates the analytical skills to do their job.,,,,
Unknown,Demonstrates the functional or technical skills necessary to do their job.,,,,
Unknown,Shows appreciation for other's work.,,,,
Unknown,Honest about owning up to mistakes made.,,,,
Unknown,Successfully resolves conflicts and grievances to a win-win solution.,,,,
Unknown,Promotes acceptance of diverse viewpoints from team members.,,,,
Unknown,Maintains a high degree of honesty and integrity.,,,,
Unknown,Treats customers with courtesy and respect.,,,,
Unknown,Regularly receives positive feedback from customers.,,,,
Unknown,Gives feedback to the customer regularly.,,,,
Unknown,Provides a high level of service to customers.,,,,
Unknown,Understands the needs of the customer.,,,,
Unknown,Develops alliances with colleagues at other companies.,,,,
Unknown,Develops networks with other companies to reduce costs and improve services.,,,,
Unknown,Engages with partners that offer complementary services and competencies.,,,,
Unknown,Works in tandem with colleagues to pursue common goals and needs.,,,,
Unknown,"Fosters cross-department collaboration, facilitates information sharing, and establishes common objectives.",,,,
Unknown,"Considers environmental, social, and governance (ESG) factors to ensure the business is sustainable in the long run.",,,,
Unknown,Effectively troubleshoots customer business issues.,,,,
Unknown,"Effectively develops and uses resources (people, time, money, supplies, equipment, and space) to improve organizational performance",,,,
Unknown,Anticipates customer's business needs.,,,,
Unknown,"Assists others in better understanding the company's operations, goals, and strategic challenges.",,,,
Unknown,Ensures that the department's goals are strategically aligned with the company's goals.,,,,
Unknown,Pursues strategic alliances with valued partners.,,,,
Unknown,Lets employees know how their roles contribute toward the achievement of strategic company objectives.,,,,
Unknown,Formulates policies and strategies for addressing the Company's important challenges.,,,,
Unknown,Recognizes the needs of customers.,,,,
Unknown,Assesses the potential impact of changes to the strategic plan.,,,,
Unknown,Creates a timeline to specify when each phase of the project should be concluded.,,,,
Unknown,Anticipates resources needed to successfully implement a plan or project.,,,,
Unknown,Effectively uses logistics planning to reduce supply delays.,,,,
Unknown,Understands the process for developing strategic plans for the organization.,,,,
Unknown,Looks for ways to improve work processes and procedures.,,,,
Unknown,Encourages an employee culture of continuous improvement to seek out better ways of doing things.,,,,
Unknown,Promotes training and development opportunities to enhance job performance.,,,,
Unknown,"Searches for new methods, techniques, and processes that increase efficiency and reduce costs.",,,,
Unknown,Analyzes processes to determine areas for improvement.,,,,
Unknown,Arrives to meetings on time.,,,,
Unknown,Responds to requests for information in a timely manner.,,,,
Unknown,Maintains an efficient schedule of activities.,,,,
Unknown,Conducts appointments at scheduled start time.,,,,
Unknown,Avoids making personal phone calls during working hours.,,,,
Unknown,Develops a good rapport with others.,,,,
Unknown,Persuades others to consider alternative points of view.,,,,
Unknown,Attempts to persuade others rather than simply control them.,,,,
Unknown,Seeks to obtain consensus or compromise.,,,,
Unknown,Communicates effectively with others.,,,,
Unknown,Pursues innovative approaches to the current policies and procedures.,,,,
Unknown,Creates a safe environment for idea-sharing.,,,,
Unknown,Ensures employees possess the necessary technical competencies to engage in innovation.,,,,
Unknown,Challenges existing work processes/products to enhance value.,,,,
Unknown,Fine-tunes innovative strategies to maximize resource utilization and achieve desired outcomes.,,,,
Unknown,Considers the audience in how the communication is presented.,,,,
Unknown,Presents information in a clear and logical format.,,,,
Unknown,Willing to accept feedback from others.,,,,
Unknown,Listens to others' points of view with an open mind,,,,
Unknown,Listens actively & speaks clearly and directly.,,,,
Unknown,Allows for flexibility in the agenda for the team meeting.,,,,
Unknown,Is open to alternative ways to accomplish goals,,,,
Unknown,Capable of adjusting to necessary modifications in the work environment.,,,,
Unknown,Is open to and values diverse perspectives.,,,,
Unknown,Is flexible in responding to customer needs.,,,,
Unknown,Motivates others to achieve or exceed goals,,,,
Unknown,Encourages risk taking and experimentation to improve performance,,,,
Unknown,Completes a large volume of work.,,,,
Unknown,Conveys a sense of urgency about addressing problems and opportunities,,,,
Unknown,Identifies ways to simplify work processes and reduce cycle times,,,,
Unknown,Implements remediation plans as needed.,,,,
Unknown,Addresses performance issues as soon as possible.,,,,
Unknown,Monitors progress to ensure performance goals are being met.,,,,
Unknown,Gives additional responsibilities to individuals who exceed standards.,,,,
Unknown,Aligns individual and team goals with the organization's goals and objectives.,,,,
Unknown,Completes reports on-time.,,,,
Unknown,Takes responsibility for decisions.,,,,
Unknown,"Able to develop, justify and present a budget.",,,,
Unknown,Accurately implements contract provisions.,,,,
Unknown,Strong organizational skills to keep the workspace and department in order,,,,
Unknown,Reacts promptly to inquiries from customers/clients.,,,,
Unknown,Prefers to utilize automated workflows.,,,,
Unknown,Able to keep to the project schedule.,,,,
Unknown,Encourages coworkers to work productively.,,,,
Unknown,Delegates as many repetitive tasks as possible to maximize the amount of work being done.,,,,
Unknown,Works in a way that makes others want to work with her/him.,,,,
Unknown,Is a person you can trust.,,,,
Unknown,...takes personal responsibility for results.,,,,
Unknown,Completes assigned work tasks.,,,,
Unknown,Responsible for setting the vision of the department.,,,,
Unknown,Able to adapt to changing situations.,,,,
Unknown,Able to adapt to dynamic situations created by new information or unexpected challenges.,,,,
Unknown,Adapts strategies to better meet the needs of the moment.,,,,
Unknown,"Assesses the validity and relevance of each piece of information, considering the context and source.",,,,
Unknown,Understands the motivations of the other party.,,,,
Unknown,Able to deal with sensitive issues with tact and professionalism.,,,,
Unknown,Adept at navigating within the culture of the department.,,,,
Unknown,Is aware of other organizational cultures to compare/contrast with the current organizational culture.,,,,
Unknown,Understands the current organizational culture.,,,,
Unknown,Anticipates problems that may affect the department.,,,,
Unknown,Adequately funds innovation efforts to ensure their success.,,,,
Unknown,Champion disruptive innovations to open new market opportunities and redefine industry standards.,,,,
Unknown,Optimizes innovative ideas for maximum success.,,,,
Unknown,Facilitates ongoing technical training and development to enable employees to contribute to innovative solutions.,,,,
Unknown,Creates new products or services.,,,,
Unknown,Offers continuous learning opportunities to enhance technical skills and innovative thinking.,,,,
Unknown,Focuses the team on important innovations.,,,,
Unknown,Takes risks to reach beyond boundaries.,,,,
Unknown,Challenges current procedures to develop other alternatives.,,,,
Unknown,Encourages open dialog and sharing of information among team members.,,,,
Unknown,Builds consensus among team members.,,,,
Unknown,Encourages collaboration of fellow employees to achieve results.,,,,
Unknown,Displays a high degree of trust and credibility.,,,,
Unknown,Develops networks and builds alliances with employees throughout the company.,,,,
Unknown,Motivates others to achieve or exceed goals,,,,
Unknown,Encourages risk taking and experimentation to improve performance,,,,
Unknown,"Projects a ""can-do"" attitude when interfacing with peers, subordinates and customers(especially during difficult and challenging times).",,,,
Unknown,Displays high energy and enthusiasm on consistent basis.,,,,
Unknown,Conveys a sense of urgency about addressing problems and opportunities,,,,
Unknown,Recognizes and celebrates accomplishments of others.,,,,
Unknown,Provides constructive feedback to others.,,,,
Unknown,Encourages employees through recognition of positive changes in behavior.,,,,
Unknown,Creates opportunities for professional development.,,,,
Unknown,Assesses employees' developmental needs.,,,,
Unknown,Encourages employees to take courses relevant to their job.,,,,
Unknown,Seeks opportunities for professional development.,,,,
Unknown,Seeks opportunities for continuous learning.,,,,
Unknown,Demonstrate enthusiasm and a willingness to learn new skills and knowledge,,,,
Unknown,Contributing fully to the extent of their skills,,,,
Unknown,Able to understand others' points of view.,,,,
Unknown,Is attentive to emotional cues and interprets others' feelings correctly.,,,,
Unknown,Helps to make decisions and solve problems using knowledge about how others will react in certain situations.,,,,
Unknown,"Helps employees to resolve conflicts, communicate clearly, and work together to solve problems.",,,,
Unknown,Is able to manage their own emotions.,,,,
Unknown,Impresses upon others the important aspects of [Company].,,,,
Unknown,Attends [Company] gatherings and social events.,,,,
Unknown,Expresses loyalty and dedication to [Company] in interactions with others.,,,,
Unknown,Understands the use of [Company] products and services.,,,,
Unknown,Follows existing procedures and processes.,,,,
Unknown,Creates innovative methods of developing business opportunities.,,,,
Unknown,Develops new products and services.,,,,
Unknown,Understands that innovation requires doing things differently.,,,,
Unknown,Challenges current procedures / processes to develop new solutions.,,,,
Unknown,Optimizes the innovation process by incorporating feedback and lessons learned from previous experiences.,,,,
Unknown,Plays a pivotal role in fostering an environment where radical innovation can flourish and lead to major breakthroughs.,,,,
Unknown,"Equips employees with the necessary tools, technologies, and resources to explore new ideas.",,,,
Unknown,Champion disruptive innovations to open new market opportunities and redefine industry standards.,,,,
Unknown,Generates innovative and practical solutions.,,,,
Unknown,Is planful and organized.,,,,
Unknown,Demonstrates the analytical skills to do their job.,,,,
Unknown,Produces high quality work.,,,,
Unknown,Takes a lot of pride in their work.,,,,
Unknown,Keeps themselves and others focused on constant improvement.,,,,
Unknown,Can be counted on to add value wherever they are involved.,,,,
Unknown,Builds strong interpersonal relationships for more effective collaboration.,,,,
Unknown,"Cultivates a collaborative culture that drives innovation, productivity, and employee satisfaction.",,,,
Unknown,Is a dependable partner in the group.,,,,
Unknown,Facilitates resolving differences to strengthen team unity.,,,,
Unknown,Readily shares information with other group members.,,,,
Unknown,Creates a culture that encourages understanding and valuing diverse perspectives to effectively resolve conflicts.,,,,
Unknown,Anticipates business cycles and trends and makes adjustments in a timely manner.,,,,
Unknown,Develops a strategic vision for the future.,,,,
Unknown,Meets with customers to gain insight into their core needs and how best to serve them.,,,,
Unknown,Analyzes unique issues or problems impacting the Company.,,,,
Unknown,Inspires employees to adopt the strategic plan.,,,,
Unknown,Formulates policies and strategies for addressing the Company's important challenges.,,,,
Unknown,Accepts responsibility for mistakes.,,,,
Unknown,Does what was promised.,,,,
Unknown,Demonstrates sincerity in actions with others.,,,,
Unknown,Fosters an environment built upon trust.,,,,
Unknown,Demonstrates honesty and truthfulness at all times.,,,,
Unknown,"Establishes relationships of trust, honesty, fairness, and integrity.",,,,
Unknown,Builds on their strengths while addressing their weaknesses.,,,,
Unknown,Pursues self-improvement through continual learning.,,,,
Unknown,Improves on their skill sets.,,,,
Unknown,Views setbacks as opportunities to learn from.,,,,
Unknown,Pursues professional development opportunities when they arise.,,,,
Unknown,Shares best practices with others and learns from others.,,,,
Unknown,Expresses clear goals and objectives.,,,,
Unknown,"Clearly explains performance expectations and goals to be reached at the beginning of a project, then let's others decide how to achieve the goal.",,,,
Unknown,Holds others accountable for their actions.,,,,
Unknown,Takes ownership and accountability for results,,,,
Unknown,Effectively leads others.,,,,
Unknown,Gives inspiring presentations or discussions.,,,,
